Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
T10,2014,PQ03,Highest qualification,Level 4 Certificate,22,22.2,33.3,41.8,39.2,37.1,53.6,57.9,49.5,28.9,385.7,*,*,*,*,*,*,,*,*,*,,40.8,40.8,30.6,25.5,30.6,25.5,20.4,25.5,35.7,35.7,10.2,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ04,Highest qualification,Level 5 or level 6 Diploma,8.7,36.5,32,32.1,43.2,43,41,53.6,51.9,48.9,391,**,*,*,*,*,*,*,*,*,*,,61.2,30.6,25.5,30.6,30.6,25.5,25.5,25.5,25.5,25.5,10.2,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ05,Highest qualification,Bachelor Degree & Level 7,20.4,34.3,25.6,20.6,36.9,37.7,65.2,50.5,69.9,56.9,417.9,*,*,*,*,*,*,,*,*,*,,35.7,30.6,35.7,40.8,30.6,30.6,20.4,25.5,25.5,20.4,10.2,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ06,Highest qualification,Postgraduate & Honours Degrees,5.5,10.1,7.9,6.5,8.4,9.1,14.8,21.4,36.7,45.5,165.8,**,**,**,**,**,**,*,*,*,*,,66.3,71.4,56.1,71.4,56.1,56.1,40.8,40.8,30.6,25.5,15.3,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ07,Highest qualification,Masters Degree,7,9.3,3.4,5.4,5.3,7.2,8.8,10.6,18,35.7,110.7,**,**,**,**,**,**,**,**,*,*,,66.3,61.2,81.6,71.4,66.3,66.3,61.2,51,35.7,35.7,20.4,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ08,Highest qualification,Doctorate Degree,,,,,,,,,3.3,14.1,24.1,,S,S,S,S,S,S,S,**,*,*,,,,,,,,,86.7,51,35.7,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ09,Highest qualification,Other Post-school,11.9,14.1,10.9,21.5,17.2,21,9.6,13.1,15.9,24.5,159.6,**,**,*,*,*,*,**,**,*,*,,61.2,56.1,40.8,45.9,45.9,35.7,51,51,45.9,40.8,15.3,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ10,Highest qualification,Other NZ Secondary School,4.8,3.4,,7.1,2,,4,,,,24.9,***,***,S,**,***,S,***,S,S,,**,112.2,122.4,,86.7,112.2,,107.1,,,,51,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ11,Highest qualification,Overseas Secondary School,20,14.7,21.2,19.5,15.2,22,9.5,7.2,8.1,8.3,145.6,*,*,*,*,*,*,**,**,**,**,,45.9,45.9,45.9,40.8,40.8,30.6,51,56.1,76.5,61.2,15.3,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PQ12,Highest qualification,Not Specified,,3.3,,,,,,,,,13.3,S,***,,S,S,S,S,S,,S,**,,102,,,,,,,,,66.3,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PL01,Labour force status,Employed,45.2,134.9,118,110.7,195.8,289,309.7,315.2,334.3,321.7,2174.5,*,,,,,,,,,,,25.5,20.4,15.3,15.3,15.3,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PL02,Labour force status,Unemployed,29.9,36.7,23.1,10.3,18.6,2.9,3.5,,,,129.4,*,*,*,**,*,**,***,S,S,S,,30.6,30.6,35.7,51,35.7,81.6,102,,,,15.3,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2014,PL03,Labour force status,Not in the Labour Force,269.9,179.2,210,221.6,135.4,58.4,33.6,30.9,13.7,25,1177.7,,,,,,*,*,*,*,*,,10.2,15.3,10.2,10.2,15.3,25.5,30.6,35.7,51,45.9,5.1,"Under    $1,000","$1,000 To   $10,899","$10,900 To   $17,199","$17,200 To   $22,899","$22,900 To   $31,699","$31,700 To   $41,399","$41,400 To   $51,099","$51,100 To   $64,199","$64,200 To   $85,999","$86,000 and Over"
T10,2015,PS01,Sex,Male,146.3,140.2,149.8,134.2,129.8,152.6,184.7,202.5,229.9,253.6,1723.6,,,,,,,,,,,,10.2,10.2,10.2,10.2,15.3,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PS02,Sex,Female,208.2,216,209.1,220.9,221.1,198.6,176.8,144.1,134.6,102,1831.4,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,15.3,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,P999,Total People 15+,Total people 15+,354.5,356.2,358.9,355.1,350.9,351.2,361.5,346.6,364.5,355.6,3555,,,,,,,,,,,,5.1,10.2,10.2,10.2,5.1,5.1,5.1,10.2,5.1,10.2,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA01,Age group,15-19,161.9,94.5,14.5,7.8,11.5,5.6,3.3,,,,301.8,,,*,**,*,**,**,S,S,S,,10.2,15.3,40.8,51,45.9,61.2,96.9,,,,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA02,Age group,20-24,25.5,67.4,48.9,25.7,44.8,49.5,33.4,21.2,5.5,2.7,324.5,*,,,*,,*,*,*,**,**,,25.5,15.3,20.4,30.6,15.3,25.5,25.5,30.6,56.1,76.5,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA03,Age group,25-29,19.5,31.6,24.2,27,30,37.7,45.4,45.7,22.2,13.4,296.8,*,*,*,*,*,,,,*,*,,35.7,20.4,30.6,40.8,25.5,20.4,20.4,20.4,30.6,45.9,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA04,Age group,30-34,13.5,23.1,16.4,19,26.6,29.2,37.6,41.9,40.9,30.3,278.7,*,*,*,*,*,*,*,,,*,,35.7,25.5,35.7,30.6,25.5,25.5,20.4,20.4,20.4,25.5,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA05,Age group,35-39,19.5,23.4,17.4,18.7,19.9,28.8,35.7,33.8,40.9,32.1,270.3,*,*,*,*,*,*,,*,,*,,35.7,25.5,35.7,35.7,30.6,25.5,20.4,25.5,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA06,Age group,40-44,14.7,21.4,15.1,18.5,25.7,32.3,40.1,33.1,56.4,51,308.2,*,*,*,*,*,*,*,*,,,,35.7,35.7,25.5,35.7,25.5,20.4,25.5,20.4,15.3,15.3,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA07,Age group,45-49,18.8,17.7,18.1,18.3,23.7,30.9,39.2,38.4,48.9,55.2,309.1,*,*,*,*,*,*,,,*,,,45.9,30.6,30.6,25.5,25.5,20.4,20.4,20.4,25.5,20.4,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA08,Age group,50-54,23.1,20,18.6,18.2,25.9,30.9,37.9,44.4,45.8,50.2,315,*,*,*,*,*,*,,*,,,,25.5,25.5,35.7,30.6,30.6,20.4,20.4,20.4,20.4,15.3,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA09,Age group,55-59,26.6,22.4,18.1,16.4,27.2,28.3,26.1,27.1,42.5,45.4,280.2,*,*,*,*,*,*,*,*,,,,30.6,30.6,35.7,35.7,25.5,25.5,30.6,25.5,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA10,Age group,60-64,23.5,19.7,28.9,22.1,24.9,21.4,28.9,21.7,24,29.6,244.7,*,*,*,*,*,,*,*,*,*,,30.6,25.5,20.4,25.5,25.5,20.4,25.5,30.6,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PA11,Age group,65 +,8,15,138.5,163.2,90.7,56.6,34,38.2,36.7,44.8,625.7,**,*,,,,,*,*,,,,51,30.6,10.2,10.2,10.2,15.3,25.5,30.6,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE01,Ethnicity,European,218.4,241.7,253.8,274.4,267.4,247,262.4,255.1,296.1,310.7,2627,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,5.1,10.2,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE02,Ethnicity,Maori,59.8,64.5,50.4,49.1,42.5,52.6,41.4,40.3,38,22.9,461.5,,,,*,,,,*,*,*,,15.3,15.3,20.4,25.5,15.3,20.4,20.4,25.5,20.4,30.6,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE03,Ethnicity,Asian,64.8,55.5,46.1,34.7,31.2,47.9,51.2,50.9,36,28.2,446.5,,*,*,*,*,*,*,*,*,*,,15.3,25.5,25.5,25.5,30.6,25.5,25.5,25.5,30.6,30.6,10.2,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE04,Ethnicity,Pacific people,39.8,27.4,28.9,21.8,26,26.3,23.8,19,10.7,4.3,228,*,*,*,*,*,*,*,*,*,**,,30.6,30.6,25.5,51,25.5,25.5,25.5,35.7,35.7,56.1,15.3,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE05,Ethnicity,MELAA,6.5,3.4,,3.7,3.5,2.9,2.6,7.1,1.8,3.5,35.8,**,**,S,**,***,**,**,**,***,**,*,61.2,71.4,,66.3,102,71.4,71.4,61.2,132.6,71.4,30.6,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PE06,Ethnicity,Other ethnic group,6,7.8,4.4,7,5.7,7.4,8.4,5.4,10.2,5.9,68.2,**,**,**,**,**,**,**,**,*,**,*,61.2,51,66.3,56.1,51,66.3,66.3,61.2,35.7,71.4,30.6,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ01,Highest qualification,No qualification,97,48.9,101.8,105.8,73.5,50.8,44.7,28.3,25.8,9.9,586.4,,,,,,,,*,*,*,,15.3,20.4,15.3,15.3,15.3,15.3,20.4,25.5,25.5,40.8,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ02,Highest qualification,Level 1 -Level 3 Certificate,146.2,158.1,105.6,96.6,104.7,110,96.7,81.8,69.1,52.2,1020.9,,,,,,,,,,,,10.2,10.2,10.2,15.3,15.3,15.3,15.3,15.3,15.3,15.3,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ03,Highest qualification,Level 4 Certificate,20,34.8,35.4,37.7,46.7,45.9,58,53.5,64.3,45.7,441.9,*,*,*,,*,,,,,*,,35.7,25.5,25.5,20.4,25.5,15.3,20.4,20.4,20.4,20.4,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ04,Highest qualification,Level 5 or level 6 Diploma,23,22.4,32.4,34.8,34,37.3,50,42.2,50.4,45.4,372,*,*,*,*,,,*,*,*,*,,30.6,30.6,25.5,20.4,20.4,20.4,20.4,20.4,20.4,25.5,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ05,Highest qualification,Bachelor Degree & Level 7,28.9,42.2,26.9,25.2,35.3,45.4,56.7,71.7,73.1,88.1,493.3,*,*,*,*,,*,,,,,,30.6,25.5,30.6,30.6,20.4,20.4,20.4,20.4,20.4,15.3,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ06,Highest qualification,Postgraduate & Honours Degrees,6.2,10.1,6.2,7.9,11.3,13.5,10.9,22.1,32.8,45.2,166.4,**,*,**,*,*,*,*,*,*,,,61.2,45.9,51,45.9,35.7,40.8,40.8,30.6,30.6,20.4,10.2,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ07,Highest qualification,Masters Degree,5.1,6.6,4,1.8,8.7,8,7.6,15.3,16,29.6,102.6,**,*,**,**,**,**,**,*,*,*,,71.4,45.9,71.4,91.8,61.2,51,51,35.7,40.8,25.5,15.3,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ08,Highest qualification,Doctorate Degree,,,,1.8,,1.9,,1.9,7.6,10.5,28.1,S,S,S,**,S,**,S,***,**,*,*,,,,86.7,,96.9,,102,56.1,45.9,25.5,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ09,Highest qualification,Other Post-school,4.4,11.5,15,15.5,16.6,14.6,14.8,12.7,15.5,19.4,140.1,**,*,*,*,*,*,*,*,*,*,,86.7,40.8,35.7,35.7,35.7,30.6,35.7,40.8,35.7,30.6,10.2,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ10,Highest qualification,Other NZ Secondary School,,,,3.2,3.1,,1.4,,,,14,S,S,S,**,**,S,**,S,S,S,*,,,,76.5,91.8,,96.9,,,,51,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ11,Highest qualification,Overseas Secondary School,21.2,15.9,28,24.5,15.5,20.4,18.6,14.9,7.3,7.5,173.9,*,*,*,*,*,*,*,*,**,**,,40.8,30.6,35.7,25.5,30.6,30.6,45.9,45.9,51,66.3,10.2,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PQ12,Highest qualification,Not Specified,,3.1,2.1,,,2.2,,,,,15.3,S,**,**,S,S,**,S,S,S,S,*,,76.5,86.7,,,91.8,,,,,35.7,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PL01,Labour force status,Employed,42.9,149.5,106.5,142.8,227.5,281.4,325.3,309,342.9,328.1,2255.8,*,,,,,,,,,,,30.6,10.2,15.3,10.2,10.2,10.2,5.1,10.2,5.1,10.2,0,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PL02,Labour force status,Unemployed,31.6,38.8,22.7,13.8,13.6,5.9,4,3.3,,1.8,136.5,*,,*,*,*,**,**,**,S,***,,25.5,20.4,30.6,30.6,35.7,51,66.3,81.6,,117.3,15.3,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2015,PL03,Labour force status,Not in the Labour Force,279.9,167.9,229.7,198.5,109.8,64,32.2,34.3,20.7,25.8,1162.8,,,,,,,*,*,*,*,,10.2,10.2,10.2,10.2,10.2,20.4,25.5,30.6,30.6,30.6,5.1,"Under    $1,000","$1,000 To   $11,499","$11,500 To   $17,799","$17,800 To   $24,199","$24,200 To   $32,499","$32,500 To   $41,699","$41,700 To   $51,599","$51,600 To   $64,999","$65,000 To   $88,199","$88,200 and Over"
T10,2016,PS01,Sex,Male,152.2,143.9,168.7,145.5,128.8,153.2,186.2,209.9,221.9,259.3,1769.6,,,,,,,,,,,,15.3,15.3,15.3,15.3,15.3,15.3,15.3,10.2,10.2,10.2,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PS02,Sex,Female,215.6,215.5,197.6,219.8,237.5,205.3,179.4,152.7,142.1,104.6,1870.2,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,15.3,10.2,10.2,15.3,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,P999,Total People 15+,Total people 15+,367.9,359.4,366.4,365.3,366.3,358.5,365.6,362.6,364,363.9,3639.8,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA01,Age group,15-19,160.5,89.6,21.4,10.4,9.5,9.2,2.8,,,,304.1,,,*,*,**,**,***,S,,,,10.2,20.4,40.8,45.9,61.2,61.2,102,,,,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA02,Age group,20-24,35.3,75.3,49.4,27.7,37.8,42.6,33.6,21.8,8,4.4,336.1,*,*,*,**,*,*,*,*,**,**,,35.7,20.4,25.5,51,30.6,35.7,35.7,45.9,71.4,81.6,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA03,Age group,25-29,23.9,28,30.8,26,37.9,37.4,52.7,41.4,28.7,13.6,320.3,*,*,*,*,*,*,*,*,*,**,,45.9,35.7,35.7,45.9,30.6,35.7,20.4,25.5,35.7,56.1,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA04,Age group,30-34,23.2,26.8,16,15.3,25.7,31.2,34.9,38.7,47.7,29.7,289.2,*,*,*,*,*,*,*,*,*,*,,35.7,30.6,40.8,45.9,30.6,30.6,25.5,25.5,25.5,25.5,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA05,Age group,35-39,20.5,18,15,11.7,20.1,31.1,42.3,38.5,45.4,30.7,273.5,*,*,*,**,*,*,*,*,*,*,,40.8,45.9,40.8,66.3,35.7,30.6,30.6,25.5,30.6,25.5,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA06,Age group,40-44,14.3,22.7,19.4,16.2,21.8,34.9,27.1,41.4,45.2,59.1,302.2,*,*,*,*,*,*,*,,*,,,40.8,30.6,35.7,40.8,30.6,30.6,30.6,20.4,25.5,20.4,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA07,Age group,45-49,20.7,16.6,20.6,19.3,30.6,37.7,41.9,31.5,38.6,54.9,312.5,*,*,*,*,*,*,*,*,*,*,,45.9,40.8,35.7,35.7,35.7,25.5,30.6,30.6,25.5,25.5,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
